Query	B+-Tree	Skan	Adaptive Merging	extendend Adaptive Merging	PCM Adaptive Merging
164	0.045001	0.103516	0.047009	0.045769	0.045327
165	0.045001	0.103516	0.047027	0.045764	0.045326
166	0.045001	0.103516	0.046902	0.045713	0.045298
167	0.045001	0.103516	0.046914	0.045718	0.045298
168	0.045001	0.103516	0.046746	0.045637	0.045269
169	0.045001	0.103516	0.046757	0.045641	0.045268
170	0.045001	0.103516	0.046828	0.045682	0.045318
171	0.045001	0.103516	0.046613	0.045569	0.045238
172	0.045001	0.103516	0.046683	0.045610	0.045268
173	0.045001	0.103516	0.046582	0.045545	0.045239
174	0.045001	0.103516	0.046613	0.045569	0.045238
175	0.045001	0.103516	0.046419	0.045478	0.045209
176	0.045001	0.103516	0.046374	0.045447	0.045209
177	0.045001	0.103516	0.046387	0.045453	0.045209
178	0.045001	0.103516	0.046312	0.045422	0.045180
179	0.045001	0.103516	0.046336	0.045431	0.045179
180	0.045001	0.103516	0.046199	0.045375	0.045171
181	0.045001	0.103516	0.060555	0.051424	0.048103
