Query	FD-Tree	Skan	Adaptive Merging	Lazy Adaptive Merging
489	0.121520	0.189336	0.198110	0.128968
490	0.121520	0.189336	0.204715	0.130885
491	0.121520	0.189336	0.206576	0.122160
492	0.121520	0.189336	0.236593	0.160643
493	0.121520	0.189336	0.200950	0.125028
494	0.121520	0.189336	0.202826	0.126890
495	0.121520	0.189336	0.204701	0.128765
496	0.121520	0.189336	0.206576	0.130703
497	0.121520	0.189336	0.245969	0.170061
498	0.121520	0.189336	0.200950	0.125070
499	0.121520	0.189336	0.202826	0.126918
500	0.121520	0.189336	0.204715	0.128849
501	0.121520	0.189336	0.206576	0.130612
502	0.121520	0.189336	0.395911	0.320073
503	0.121520	0.189336	0.200964	0.125112
504	0.121520	0.189336	0.202826	0.122244
505	0.121520	0.189336	0.198096	0.127016
506	0.121520	0.189336	0.204715	0.128905
507	0.121520	0.189336	0.206576	0.130738
508	0.121520	0.189336	0.217841	0.142059
509	0.121520	0.189336	0.200950	0.122272
510	0.121520	0.189336	0.198096	0.125126
511	0.121520	0.189336	0.202826	0.127002
512	0.121520	0.189336	0.204701	0.142289
513	0.121520	0.189336	0.206590	0.130808
514	0.121520	0.189336	0.227217	0.122370
515	0.121520	0.189336	0.198096	0.151421
516	0.121520	0.189336	0.200950	0.125210
517	0.121520	0.189336	0.202826	0.127072
518	0.121520	0.189336	0.198110	0.122370
519	0.121520	0.189336	0.204715	0.128947
520	0.121520	0.189336	0.206576	0.130850
521	0.121520	0.189336	0.236579	0.160853
522	0.121520	0.189336	0.198096	0.122426
523	0.121520	0.189336	0.200964	0.125238
524	0.121520	0.189336	0.202826	0.127086
525	0.121520	0.189336	0.198096	0.122426
526	0.121520	0.189336	0.204701	0.129031
527	0.121520	0.189336	0.206576	0.130878
528	0.121520	0.189336	0.198096	0.122384
529	0.121520	0.189336	0.245969	0.170313
530	0.121520	0.189336	0.200950	0.125266
531	0.121520	0.189336	0.198096	0.122398
532	0.121520	0.189336	0.202826	0.127142
533	0.121520	0.189336	0.204701	0.129031
534	0.121520	0.189336	0.198110	0.122426
535	0.121520	0.189336	0.206576	0.130962
536	0.121520	0.189336	0.442748	0.122440
537	0.121520	0.189336	0.198096	0.367120
538	0.121520	0.189336	0.200950	0.125322
539	0.121520	0.189336	0.198096	0.122496
540	0.121520	0.189336	0.202826	0.127240
541	0.121520	0.189336	0.204701	0.122454
542	0.121520	0.189336	0.198096	0.129094
543	0.121520	0.189336	0.206576	0.130990
544	0.121520	0.189336	0.198110	0.122454
545	0.121520	0.189336	0.217827	0.142241
546	0.121520	0.189336	0.198096	0.122496
547	0.121520	0.189336	0.200950	0.125336
548	0.121520	0.189336	0.202826	0.122237
549	0.121520	0.189336	0.198096	0.127240
550	0.121520	0.189336	0.204701	0.128863
551	0.121520	0.189336	0.198110	0.122419
552	0.121520	0.189336	0.206576	0.130759
